Incident Number,Prefix,Incident Title,Incident Description,Incident Resolution,Resolution Team,Status,Status Update Date,Reported By,Institution,Institution Name,Reported Date,Location,Affected Person Department,Resolution Code,Source,Application Priority,Close Date
IN5533896,DUPLICATE, Slow loading time for service and charges more than 200 Billable Items Bill Number: AKN2500131543C,"The Cash Desk Opening Issue is causing delays in daily operations. Steps to reproduce: 1) Log in to the system, 2) Navigate to Cash Desk, 3) Click 'Open Cash Desk.' Actual outcome: System displays an error message and fails to open. Expected outcome: Cash Desk should open smoothly. This issue affects multiple users, disrupting financial operations.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",BILLING_ALL,INPROG,8/5/2025 17:04,USER57,TTSH,Tan Tock Seng Hospital,8/5/2025 16:46,TTSH_MB_L01_BIZ-OFC,Fin - Business Office,,EMAIL,2,
IN1433924,PENDING USER RESOLVE, Services not flowing in PM Reference ID:100255477353,"New users are unable to log in to the NBS. Steps: 1) Users attempt login with correct credentials, 2) Error message appears. Actual outcome: Access denied with an error. Expected outcome: Successful login. Issue affects multiple new users, delaying their onboarding and system access.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",BILLING_ALL,CLOSED,8/14/25 12:06 AM,USER58,TTSH,Tan Tock Seng Hospital,8/5/2025 17:09,TTSH_MC-BLK_L04_OP-PHA,PH - Pharmacy Practice,NO ACTION TAKEN,EMAIL,2,8/14/25 12:06 AM
IN6434062,PENDING USER RESOLVE, Duplicates/ Incorrect Service Entry UUID for Service&Charges exported from NBS - PM Ref ID 100237571971,"New users are unable to log in to the NBS. Steps: 1) Users attempt login with correct credentials, 2) Error message appears. Actual outcome: Access denied with an error. Expected outcome: Successful login. Issue affects multiple new users, delaying their onboarding and system access.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",BILLING_ALL,CLOSED,8/23/25 12:03 AM,USER73,TTSH,Tan Tock Seng Hospital,8/5/2025 23:17,TTSH,,FIXCODE,EMAIL,2,8/23/25 12:03 AM
IN5834161,DUPLICATE," Unable to active MSH chemo cases PM REF ID: 100249493364 , PM REF ID: 100244683038","During testing, the UPOS integration failed to link with the billing system when attempting to process a payment. The issue occurs when trying to reconcile charges, and multiple users across departments are affected. The expected outcome was seamless integration and automatic linking, but instead, the system returns an error message. This issue persists across multiple attempts, preventing successful payment processing.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",PAYORS-CLAIMS_ALL,CLOSED,8/21/25 12:04 AM,USER70,TTSH,Tan Tock Seng Hospital,8/6/2025 9:26,TTSH_MC-BLK_B02_OP-PHA,PH - Pharmacy Practice,CONFIGURATION,EMAIL,2,8/21/25 12:04 AM
IN2834194,DUPLICATE, Unable to edit MFD to change to verified (100249101772),"During testing before the NBS go-live, users attempting to log in encountered a 'Login Failed' error after entering credentials. This issue affects multiple test users. The expected outcome was successful access to the NBS dashboard, but instead, an error message appeared. The problem persists across multiple login attempts, preventing test completion.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",PAYORS-CLAIMS_ALL,CLOSED,8/21/25 12:03 AM,USER88,TTSH,Tan Tock Seng Hospital,8/6/2025 9:46,TTSH_MC-BLK_L04_CLI4B,AO - Clinical Ops (PEARL) - Clinic,CONFIGURATION,EMAIL,2,8/21/25 12:03 AM
IN7834301,ONLINE SERVICE SYSTEM (SAP), MBE Payor assignment does not tally/ sync with MPB payor assignment PMREF 100256029802,"Cases are not flowing to the uncoded casemix and Mediclaim account WQ. Steps to reproduce: 1) Log in, 2) Navigate to case management, 3) Attempt to transfer cases. Actual outcome: Cases remain uncoded, and an error message appears. Expected outcome: Cases should automatically flow to the correct accounts. This issue affects multiple users, causing delays in processing and reporting.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",PAYORS-CLAIMS_ALL,INPROG,8/6/2025 14:27,USER17,TTSH,Tan Tock Seng Hospital,8/6/2025 10:51,TTSH_EMER-BLK_L02_MED-AMB-CTR,NUR - Acute Care,,EMAIL,2,
IN3534318,PENDING USER RESOLVE, Charges not billed to CSNs 100251284612 and 100251467152,"At EDX computers 19A and 19B, the UPOS command bridge is not connected, causing payment processing issues. Users attempted to process transactions but received connection error messages. The expected outcome was successful transaction processing via UPOS, but the system failed. This issue affects all users at these workstations, leading to transaction failures and manual workarounds.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",BILLING_ALL,CLOSED,8/16/25 12:04 AM,USER72,TTSH,Tan Tock Seng Hospital,8/6/2025 10:59,TTSH_MC-BLK_L03_CLI3B,AO - Clinical Ops (Medicine) - Clinic,NO ACTION TAKEN,EMAIL,2,8/16/25 12:04 AM
IN1534334,PENDING USER RESOLVE, in progress invoice on visit date 30 June 2025 Bill No. AKU2500009580G,"At counter 10, the cash desk cannot be opened, preventing access to payment processing. Users expected the system to open the cash desk upon login, but it fails to initialize. This issue affects all staff at counter 10, leading to delays in handling patient payments. The expected outcome was smooth access to the cash desk, but the system currently does not respond, requiring manual intervention.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",PAYORS-CLAIMS_ALL,CLOSED,8/15/25 12:06 AM,USER13,TTSH,Tan Tock Seng Hospital,8/6/2025 11:05,TTSH_MC-BLK_L06_CLI6B,AO - Clinical Ops (PEARL) - Clinic,NO ACTION TAKEN,EMAIL,2,8/15/25 12:06 AM
IN2934335,PENDING USER RESOLVE, NOK MEdisave unable to use 100254842347,"When verifying mcaf-m in NBS, the system confirms the entry, but it does not appear in the interim bill. Steps to reproduce include navigating to the billing section, verifying mcaf-m, and checking the interim bill. The issue affects multiple users in the billing department, causing delays. The expected outcome is for verified mcaf-m to reflect in the interim bill, but it remains missing, leading to incomplete billing information.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",PAYORS-CLAIMS_ALL,CLOSED,8/20/25 12:03 AM,USER51,TTSH,Tan Tock Seng Hospital,8/6/2025 11:06,TTSH_MC-BLK_B01_CLIB1A,AO - Clinical Ops (Surgery) - Clinic,NO ACTION TAKEN,EMAIL,2,8/20/25 12:03 AM
IN3834339,PENDING USER RESOLVE," payor bill is final and is ranked to MCPS in payor assignment. However, her invoice is outstanding and not billed to MCPS.   Bill no. AKU2500133944H","When attempting to tag the GPfirst insurance code [SR] in the billing system, an error message appears stating 'Tagging Failed.' The issue occurs when selecting the insurance code from the dropdown menu and clicking 'Apply.' The expected outcome is the code being successfully tagged and saved, but instead, the system returns an error. This issue affects multiple users and prevents accurate insurance billing.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",PAYORS-CLAIMS_ALL,CLOSED,8/15/25 12:06 AM,USER39,TTSH,Tan Tock Seng Hospital,8/6/2025 11:08,TTSH_MC-BLK_L06_CLI6B,AO - Clinical Ops (PEARL) - Clinic,NO ACTION TAKEN,EMAIL,2,8/15/25 12:06 AM
IN4334344,LONG TERM SOLUTION (PAID FIX), R052 NNI MAF Plus Report - Unable to see NNI only invoices,"When attempting to switch between patient records in the NBS system, the context switch feature becomes unresponsive. Users have reported that after selecting a different patient or billing screen, the system freezes or fails to load the new context. The issue affects multiple users across different departments, leading to delays in processing billing requests. The expected outcome is seamless navigation between records, but the actual result is a system hang requiring manual restart.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",REPORTS_ALL,INPROG,8/6/2025 14:23,USER60,NNI,National Neuroscience Institute,8/6/2025 11:11,NNI,Finance,,EMAIL,2,
IN6034371,PENDING USER DECISION, R010 Report Generated on 4 Aug differ from R10 Generated on the 6 Aug for PM 100252750092 with missing services reflected 100252750092,"When attempting to sign forms in eFORM through NBS, an error message is displayed, preventing successful form submission. The issue occurs after selecting 'Submit' following form completion. Multiple users across departments have encountered this problem. The expected outcome is a confirmation of form submission, but the actual result is an error message, causing delays in form processing.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",REPORTS_ALL,CLOSED,8/26/25 12:03 AM,USER24,TTSH,Tan Tock Seng Hospital,8/6/2025 11:44,TTSH_MC-BLK_B02_FIN-TTSH,,HD_RESOLVABLE,EMAIL,2,8/26/25 12:03 AM
IN1134395,EXTERNAL, R645 Casemix PCCL/DRG error (See attached report for CSNs),"When attempting to retrieve the R005 Charge Interface Error Report, users have noticed that the report is being generated and sent outside of the expected timeframe. The issue affects multiple departments relying on timely report availability. The expected outcome is to receive the report during designated business hours, but it is currently being sent at inconvenient times, causing delays in addressing charge interface errors.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",BILLING_ALL,INPROG,8/6/2025 13:35,USER15,TTSH,Tan Tock Seng Hospital,8/6/2025 12:11,TTSH_MC-BLK_B02_FIN-TTSH,,,EMAIL,2,
IN8634545,PENDING USER DECISION," IP Cases not found in R10 churned after discharge date D-1  Eg : Dated 2 Aug , 100255837426 and 100256064196","When attempting to retrieve billable events using CSN Nos. 100224307872, 100246462562, 100249238046, and 100250618992 in Manage Billable Events, the system fails to display the events. Steps: 1) Log in, 2) Navigate to Manage Billable Events, 3) Enter CSN numbers, 4) Click search. Actual outcome: Events not shown; error message appears. Expected outcome: Events should display with details. Issue affects multiple users, causing reporting delays.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",REPORTS_ALL,CLOSED,8/26/25 12:03 AM,USER12,TTSH,Tan Tock Seng Hospital,8/6/2025 15:22,TTSH_TB_B02_FIN-TTSH,,HD_RESOLVABLE,EMAIL,2,8/26/25 12:03 AM
IN2634609,PENDING USER RESOLVE," User unable to generate R043 report, error message encountered","When attempting to process transactions at ED Counter 10, the UPOS command bridge was found not set up for both workstations. Users expected the system to automatically connect to the UPOS bridge for payment processing, but the connection is missing. This issue affects multiple users at the counter, leading to failed transactions. The expected outcome was seamless integration, but the system currently cannot process payments due to the missing setup.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",REPORTS_ALL,CLOSED,8/15/25 12:07 AM,USER10,TTSH,Tan Tock Seng Hospital,8/6/2025 16:10,TTSH_MC-BLK_L05_CLI5BC,IO - Ops (DICC) - Clinic,NO ACTION TAKEN,EMAIL,2,8/15/25 12:07 AM
IN2434679,PENDING USER DECISION, Slowness when generating bill in the morning (e.g. 100253300414),"When attempting to process transactions at counter 10, the UPOS integration is missing, preventing payment processing. Users expected the system to connect to UPOS for transactions, but the integration is not set up. This issue affects all staff at counter 10, requiring manual workarounds. The expected outcome was seamless payment processing via UPOS, but the system currently lacks this functionality, causing delays.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",BILLING_ALL,CLOSED,8/15/25 12:07 AM,USER88,TTSH,Tan Tock Seng Hospital,8/6/2025 17:20,TTSH_TB_B01_DIA-RAD,Amb - Radiography Service,NO ACTION TAKEN,PHONECALL,2,8/15/25 12:07 AM
IN9134736,DUPLICATE, [Issue 583] Slowness on the morning of 6 Aug CSN for investigation: 100253982077 100254177511 100254532201 100253581350 100239184562 100239008281 100239562340 100237824081 100255260811 100253009935 100254795930 100255100243 100224229987?? 100253703057 100254268256,"When attempting to log into the NBS system using ADID credentials, users receive an 'Authentication Failed' error despite entering correct login details. The issue specifically affects ADID users, while other user groups can log in without problems. The expected outcome is successful login, but the actual result is an error message. This disrupts access to billing functions for affected users.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",PAYORS-CLAIMS_ALL,INPROG,8/6/2025 20:09,USER42,TTSH,Tan Tock Seng Hospital,8/6/2025 18:43,TTSH,AO - Clinical Ops (Surgery) - Clinic,,EMAIL,2,
IN4634780,PENDING USER RESOLVE, Payor code QNGKTPH20 was wrongly mapped to �INSU� in FICO customer number,"When attempting to log in to the system, users receive an 'Authentication Failed' error after entering their credentials. This issue affects multiple users across various departments. The expected outcome is successful login and access to the dashboard, but instead, users are redirected to an error page. The problem occurs consistently across multiple login attempts, preventing access to the system.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",PAYORS-CLAIMS_ALL,CLOSED,8/29/25 12:01 AM,USER33,TTSH,Tan Tock Seng Hospital,8/6/2025 23:32,TTSH,Fin - Business Office,NO ACTION TAKEN,EMAIL,2,8/29/25 12:01 AM
IN8334878,ENHANCE (FIX), User can't type in input field while proposing User ID,"When attempting to log in to the system, users receive an 'Authentication Failed' error after entering their credentials. This issue affects multiple users across various departments. The expected outcome is successful login and access to the dashboard, but instead, users are redirected to an error page. The problem occurs consistently across multiple login attempts, preventing access to the system.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",PAYORS-CLAIMS_ALL,INPROG,8/7/2025 15:48,USER43,TTSH,Tan Tock Seng Hospital,8/7/2025 9:19,TTSH,Fin - Business Office,,EMAIL,3,
IN4034910,PENDING USER DECISION, PMI not proposed with valid MCAF 100244660814,"When attempting to install the Topaz Driver for TTSH eForms as per the email instructions, users encounter an 'Installation Failed' error during the setup process. This issue affects multiple users across departments. The expected outcome is a successful installation enabling the use of eForms, but instead, the installation fails, preventing access to the system.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",DM_ALL,CLOSED,8/27/25 12:02 AM,USER13,TTSH,Tan Tock Seng Hospital,8/7/2025 9:40,TTSH,,NO ACTION TAKEN,EMAIL,2,8/27/25 12:02 AM
IN8135001,EXTERNAL, Abnormal slowness (>5min) when managing payor assignment (100251997044),"When attempting to access the National Billing System, users enter their credentials but receive an 'Authentication Failed' error. This issue affects multiple colleagues across different departments. The expected outcome is successful login to the dashboard, but instead, users are redirected to an error page. The problem persists despite repeated attempts.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",PAYORS-CLAIMS_ALL,CLOSED,8/16/25 12:05 AM,USER20,TTSH,Tan Tock Seng Hospital,8/7/2025 10:41,TTSH_TB_B01_DIA-RAD,Amb - Radiography Service,NO ACTION TAKEN,PHONECALL,2,8/16/25 12:05 AM
IN2035013,PENDING USER RESOLVE," a)	Unable to upload backdated price change for CON46767 despite having access to backdating � Mass Processing ID UP0000008433 and b)	Unable to upload backdated service master change for LBC01039 despite having access to backdating � Mass Processing ID UP0000008645 and UP0000008649","When attempting to access the National Billing System (NBS), users enter their credentials but receive an 'Authentication Failed' error. This issue affects multiple colleagues across various departments. The expected outcome is a successful login to the dashboard, but instead, users are redirected to an error page. The problem persists despite repeated attempts.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",BILLING_ALL,CLOSED,8/16/25 12:05 AM,USER71,TTSH,Tan Tock Seng Hospital,8/7/2025 10:52,TTSH_TB_B02_FIN-TTSH,Fin - Financial Accounting / Planning,NO ACTION TAKEN,EMAIL,2,8/16/25 12:05 AM
IN3535055,DUPLICATE," Slowness in NBS 100252934859 AKU2500070873K 100254735430, 100222348818, 100251289831, 100247893817, 100252948781, 100245864202, 100255737310, AKU2500216895H, 100256539482, 100254279602, 100255719065","When attempting to access the Cash Desk Monitoring & Handover Confirmation feature, users are unable to locate their branch in the dropdown selection. Steps to reproduce: 1) Log in to the system, 2) Navigate to Cash Desk Monitoring, 3) Click on the branch dropdown. Actual outcome: The branch list is empty or missing. Expected outcome: The dropdown should display all available branches for selection. This issue affects multiple users across different departments, causing delays in handover confirmations.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",BILLING_ALL,INPROG,8/7/2025 21:19,USER83,TTSH,Tan Tock Seng Hospital,8/7/2025 11:32,TTSH,AO - MEC Ops,,EMAIL,2,
IN2535075,PENDING USER RESOLVE," NeFR consented+Payor verified but no MSHL & MSV value (ETBS & Interim). 100255612426, 100256241666, 100255878805, 100256183598 100256075013 100256177368 100255995202","When attempting to access the BS staging environment via logon at devhealthgrp.com.sg, users encounter an 'Access Denied' error after entering credentials. This issue affects multiple developers and testers. The expected outcome is a successful login to the staging environment, but instead, users are redirected to an error page. The problem persists across multiple login attempts.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",PAYORS-CLAIMS_ALL,CLOSED,8/16/25 12:05 AM,USER78,TTSH,Tan Tock Seng Hospital,8/7/2025 11:56,TTSH_ICH_L02_ICH PSO,PSO - Patient Service Centre,NO ACTION TAKEN,EMAIL,2,8/16/25 12:05 AM
IN9235078,ENHANCE (FIX)," Incorrect ED bill number reflected on IP PM REF 100252489508, 100252537585","When accessing the billing system, the counter cash desk option is missing from the interface. Users expected to find the cash desk feature under the billing menu to process payments, but it is not visible. This issue affects multiple users across departments, leading to delayed payment processing. The expected outcome was easy access to the cash desk for handling transactions, but the feature is entirely absent.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",BILLING_ALL,INPROG,8/7/2025 21:19,USER42,TTSH,Tan Tock Seng Hospital,8/7/2025 11:59,TTSH,Fin - Business Office,,EMAIL,2,
IN2835085,PENDING USER DECISION, NBS auto verified MSV500700 without user verification PM Ref ID: PHI-TTSH-2508003177,"Users are unable to add a central category in the Scheme Inclusion Rule. After navigating to the section, entering details, and clicking 'Add,' the system fails to save or confirm the addition, showing an error. This issue impacts multiple departments, disrupting accurate billing processes. The expected outcome was successful category addition, but the system currently prevents it, leading to delays and manual workarounds.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",PAYORS-CLAIMS_ALL,CLOSED,8/30/25 12:04 AM,USER76,TTSH,Tan Tock Seng Hospital,8/7/2025 12:06,TTSH,PH - Pharmacy Practice,NO ACTION TAKEN,EMAIL,2,8/30/25 12:04 AM
IN2035123,DUPLICATE, SLOWNESS IN NBS FOR ICH,"The system is experiencing slowness across all NBS apps. Steps to reproduce: 1) Log in, 2) Use any NBS application. Actual outcome: Significant delays in app responses. Expected outcome: Normal performance. This issue affects multiple users, impacting productivity and efficiency in managing billing processes.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",BILLING_ALL,INPROG,8/7/2025 15:04,USER93,TTSH,Tan Tock Seng Hospital,8/7/2025 13:18,TTSH_ICH,NUR - Integrated Care Hub,,EMAIL,2,
IN8735233,, 100256227514 IP lines cancelled in EPIC but not in NBS; IP charges did not drop off [PUR-SR],"The system is experiencing slowness across all NBS applications. Steps to reproduce: 1) Log in, 2) Use any NBS application, 3) Perform typical actions. Actual outcome: Significant delays in app responses. Expected outcome: Normal performance. This issue affects multiple users, impacting productivity and efficiency in managing billing processes.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",BILLING_ALL,INPROG,8/7/2025 21:18,USER20,TTSH,Tan Tock Seng Hospital,8/7/2025 15:46,TTSH_EMER-BLK_B01,Amb - Emergency Medicine,,EMAIL,2,
IN8935291,PENDING USER RESOLVE," Drug item excluded for MCPS claim, appear as claimable to MCPS in interim test bill AKU2500221684F","The system identified that IP lines cancelled on 28/06 in EPIC were not reflected in NBS under PM Reference Number 100252467115. Steps to reproduce: 1) Access EPIC, 2) Verify IP line status, 3) Cross-check in NBS. Actual outcome: Discrepancy in IP line status between systems. Expected outcome: IP line status should sync across both systems. This issue affects multiple users and causes billing inconsistencies.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",PAYORS-CLAIMS_ALL,CLOSED,8/18/25 12:01 AM,USER13,TTSH,Tan Tock Seng Hospital,8/7/2025 16:50,TTSH_MC-BLK_B01_CLIB1B,PH - Pharmacy Practice,NO ACTION TAKEN,EMAIL,2,8/18/25 12:01 AM
IN4435298,DUPLICATE, Overcharged of WFC and DTF for affected case 100255808502 and 100255906469,"The system displays an error when attempting to manage billable events: 'PM Reference ID 100252303971 could not be found.' Steps to reproduce: 1) Log in, 2) Navigate to Manage Billable Events, 3) Enter or select PM Reference ID 100252303971. Actual outcome: Error message appears, and the event cannot be managed. Expected outcome: The system should retrieve and display the billable event details. This issue affects multiple users, causing delays in billing processes.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",BILLING_ALL,INPROG,8/7/2025 21:17,USER28,TTSH,Tan Tock Seng Hospital,8/7/2025 17:06,TTSH_TB_B02_FIN-TTSH,,,EMAIL,2,
IN5635313,ONLINE SERVICE SYSTEM (SAP), NBS Issue 594 - Unable to edit MFD to change to verified 100248504081,"The system delayed retrieval of DS admission case CSN No. 100250781709 by 30 minutes due to batch job processing. Steps to reproduce: 1) Log in, 2) Navigate to Manage Billable Events, 3) Enter CSN No. 100250781709. Actual outcome: 30-minute delay before retrieval. Expected outcome: Immediate retrieval. This issue affects multiple users, causing delays in processing billable events.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",PAYORS-CLAIMS_ALL,CLOSED,8/16/25 12:05 AM,USER40,TTSH,Tan Tock Seng Hospital,8/7/2025 17:20,TTSH_MC-BLK_L04_CLI4B,AO - Clinical Ops (PEARL) - Clinic,CONFIGURATION,EMAIL,2,8/16/25 12:05 AM
IN3035320,PENDING USER RESOLVE - SERVICE REQUEST, 100241088033 R645 Casemix separation type error,"The RCH system is experiencing slowness, impacting user operations. Steps to reproduce: 1) Log in, 2) Perform typical actions, 3) Monitor response time. Actual outcome: Delays in system responses. Expected outcome: Normal performance. This issue affects multiple users, leading to reduced productivity and efficiency in managing billing processes.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",BILLING_ALL,CLOSED,9/2/2025 0:01,USER30,TTSH,Tan Tock Seng Hospital,8/7/2025 17:22,TTSH_MC-BLK_B02_FIN-TTSH,,NO ACTION TAKEN,EMAIL,2,9/2/2025 0:01
IN5035326,PENDING USER RESOLVE - SERVICE REQUEST," Issue 592 - Wrong Consent Source, BATCH_SH_OPS update incorrect information manually 100253274828","The NBS system is experiencing slowness, impacting performance. Steps to reproduce: 1) Log in, 2) Use any NBS application, 3) Perform typical actions. Actual outcome: Significant delays in app responses. Expected outcome: Normal performance. This issue affects multiple users, causing delays in billing processes and reduced productivity.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",PAYORS-CLAIMS_ALL,CLOSED,8/23/25 12:04 AM,USER77,TTSH,Tan Tock Seng Hospital,8/7/2025 17:25,TTSH_TB_B02_CLIB2B,AO - Clinical Ops (Medicine) - Clinic,WORK AS DESIGN,EMAIL,2,8/23/25 12:04 AM
IN1635354,PENDING USER RESOLVE - SERVICE REQUEST, Q series payor code did not auto sync and create customer code in FICO BILL No. mAKU2500013886G,"The NBS system is experiencing slowness with an error message. Steps to reproduce: 1) Log in, 2) Navigate through menus. Actual outcome: Slow response and error message. Expected outcome: Smooth operation without errors. Affects multiple users, impacting productivity.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",PAYORS-CLAIMS_ALL,CLOSED,8/27/25 12:03 AM,USER87,TTSH,Tan Tock Seng Hospital,8/7/2025 18:11,TTSH,Fin - Business Office,NO ACTION TAKEN,EMAIL,2,8/27/25 12:03 AM
IN5035368,PENDING USER RESOLVE, To include the likely padding amount as part of ETBS when comparing the charges incurred as part of the deposit monitoring rules. 100255833412,"The NBS System is experiencing significant lagging with a 'Main Performance Ticket' error message. Steps to reproduce: 1) Log in, 2) Navigate to the reporting module, 3) Attempt to generate a report. Actual outcome: System freezes, and an error message appears. Expected outcome: Smooth performance without errors. This issue affects multiple users, causing delays in report generation and impacting productivity.","The root cause was identified as a resource exhaustion issue on one of the shared database clusters that supports multiple NBS applications. A spike in background job executions, triggered by a misconfigured report scheduler, led to unusually high CPU and I/O usage during peak working hours. System performance has returned to normal.",FINANCE-COLLECTION_ALL,CLOSED,8/20/25 12:03 AM,USER70,TTSH,Tan Tock Seng Hospital,8/7/2025 18:40,TTSH,Fin - Business Office,FIXCODE,EMAIL,2,8/20/25 12:03 AM
